degree distribution (probability density function of the degree in logarithmic bins) 
15.4936	0.081285
17.9271	0.088695
20.4632	0.0389075
22.8305	0.0428454
25.9677	0.0299376
28.8571	0.0219754
32.2791	0.0217599
37.0395	0.0170484
41.9231	0.0103416
47.3273	0.00969745

degree distribution (degree-occurrences) 
15	0.079
16	0.077
17	0.073
18	0.06
19	0.059
20	0.051
21	0.044
22	0.048
23	0.042
24	0.028
25	0.032
26	0.032
27	0.029
28	0.031
29	0.026
30	0.02
31	0.026
32	0.023
33	0.024
34	0.013
35	0.016
36	0.012
37	0.016
38	0.017
39	0.015
40	0.012
41	0.013
42	0.007
43	0.007
44	0.013
45	0.008
46	0.015
47	0.007
48	0.007
49	0.012
50	0.006


--------------------------------------
community distribution (size-occurrences)
20	0.0425532
21	0.0212766
22	0.0212766
23	0.0425532
24	0.0851064
25	0.0425532
27	0.0638298
28	0.0638298
29	0.0425532
30	0.0212766
31	0.0212766
32	0.0212766
33	0.0212766
34	0.0212766
35	0.0638298
38	0.0425532
39	0.0212766
40	0.0212766
41	0.0425532
43	0.0638298
44	0.0212766
45	0.0212766
46	0.0212766
47	0.0212766
48	0.106383
49	0.0212766


--------------------------------------
mixing parameter
0.313596	0.003
0.333333	0.001
0.344828	0.001
0.352422	0.017
0.362582	0.012
0.368911	0.034
0.377264	0.102
0.387065	0.121
0.392646	0.124
0.400871	0.259
0.410489	0.17
0.419912	0.075
0.427572	0.026
0.437142	0.038
0.444444	0.011
0.45	0.001
0.462912	0.002
0.472136	0.002
0.483871	0.001

--------------------------------------
