degree distribution (probability density function of the degree in logarithmic bins) 
13.5	0.00213376
15.9615	0.109093
18.5042	0.0484872
21	0.0519913
23.8846	0.0323674
27.486	0.0291042
31.5333	0.021395
36.1467	0.0155822
40.6415	0.00962366
46.6912	0.0107912

degree distribution (degree-occurrences) 
13	0.002
14	0.002
15	0.083
16	0.077
17	0.074
18	0.059
19	0.06
20	0.051
21	0.044
22	0.051
23	0.045
24	0.026
25	0.033
26	0.026
27	0.027
28	0.03
29	0.024
30	0.021
31	0.023
32	0.023
33	0.023
34	0.013
35	0.016
36	0.011
37	0.017
38	0.018
39	0.014
40	0.012
41	0.013
42	0.007
43	0.007
44	0.013
45	0.008
46	0.015
47	0.007
48	0.007
49	0.012
50	0.006


--------------------------------------
community distribution (size-occurrences)
20	0.0384615
21	0.0384615
22	0.0192308
23	0.0384615
24	0.0769231
25	0.0384615
27	0.0384615
28	0.0576923
29	0.0384615
30	0.0192308
31	0.0192308
32	0.0192308
33	0.0384615
34	0.0192308
35	0.0576923
38	0.0576923
39	0.0192308
40	0.0384615
41	0.0384615
43	0.0576923
44	0.0192308
45	0.0192308
46	0.0384615
47	0.0192308
48	0.0961538
49	0.0384615


--------------------------------------
mixing parameter
0.315341	0.002
0.333333	0.002
0.34375	0.001
0.352941	0.011
0.3719	0.096
0.383152	0.098
0.396285	0.389
0.409086	0.186
0.419241	0.094
0.434056	0.071
0.444583	0.016
0.456941	0.009
0.469016	0.009
0.478261	0.002
0.5	0.006
0.523836	0.006
0.538462	0.001
0.565217	0.001

--------------------------------------
