1 15 
2 5 15 
3 32 
4 12 
5 31 
6 10 
7 6 
8 13 
9 1 
10 23 
11 22 
12 3 12 
13 26 
14 26 
15 6 
16 7 
17 29 
18 13 
19 34 
20 14 
21 5 
22 13 
23 12 20 
24 18 
25 34 
26 8 
27 13 
28 12 
29 6 
30 1 15 
31 1 
32 7 
33 4 7 
34 14 
35 19 
36 2 
37 2 
38 18 
39 4 31 
40 3 15 
41 18 
42 14 
43 31 
44 27 
45 14 
46 26 27 
47 33 
48 27 
49 15 26 
50 11 
51 2 
52 28 
53 33 
54 26 
55 30 
56 14 
57 24 
58 24 
59 6 
60 3 
61 24 28 
62 9 
63 9 
64 11 
65 5 
66 34 
67 12 
68 6 
69 3 
70 22 
71 21 
72 1 
73 14 18 
74 7 
75 1 31 
76 13 
77 1 
78 2 
79 29 
80 24 
81 26 
82 21 
83 18 
84 5 
85 12 
86 16 
87 23 33 
88 25 
89 28 
90 34 
91 1 18 
92 15 28 
93 15 28 
94 22 
95 3 
96 21 
97 14 
98 4 
99 22 33 
100 9 20 
101 12 
102 34 
103 15 
104 15 
105 14 34 
106 29 
107 33 
108 26 
109 28 31 
110 15 
111 19 
112 20 22 
113 25 
114 33 
115 12 26 
116 15 
117 13 
118 11 
119 29 33 
120 9 25 
121 7 19 
122 9 
123 7 26 
124 24 
125 31 
126 7 
127 4 
128 3 
129 6 
130 21 
131 27 
132 7 
133 2 11 
134 18 
135 25 
136 33 
137 2 7 
138 6 
139 12 32 
140 14 
141 34 
142 34 
143 26 
144 9 
145 18 
146 10 
147 27 
148 22 
149 20 
150 8 
151 27 
152 2 21 
153 6 
154 24 
155 7 
156 6 
157 24 
158 21 
159 16 34 
160 24 
161 29 
162 3 8 
163 26 
164 7 10 
165 10 
166 18 32 
167 13 
168 15 
169 25 
170 19 
171 23 25 
172 15 
173 30 
174 20 
175 1 
176 30 
177 16 
178 31 
179 14 
180 11 
181 33 
182 5 15 
183 34 
184 21 
185 28 
186 12 
187 17 
188 15 
189 11 
190 29 34 
191 21 
192 11 
193 20 30 
194 23 
195 14 
196 33 
197 21 
198 24 
199 33 
200 28 
201 29 
202 2 
203 20 23 
204 26 30 
205 17 
206 13 23 
207 28 
208 16 
209 32 
210 22 26 
211 14 
212 28 
213 3 
