degree distribution (probability density function of the degree in logarithmic bins) 
14.9963	0.0478808
16.9065	0.101534
19.4581	0.0437811
21.9619	0.0471076
24.9452	0.0298297
28.4056	0.0280275
32.4187	0.018835
36.5074	0.012123
41.3776	0.0135879
47.3505	0.00867304

degree distribution (degree-occurrences) 
14	0.000333333
15	0.0906667
16	0.0796667
17	0.0803333
18	0.0591667
19	0.0581667
20	0.0491667
21	0.0443333
22	0.0475
23	0.0393333
24	0.0331667
25	0.0331667
26	0.028
27	0.0278333
28	0.0271667
29	0.0226667
30	0.023
31	0.0215
32	0.0185
33	0.02
34	0.0168333
35	0.0143333
36	0.0143333
37	0.0121667
38	0.0153333
39	0.0133333
40	0.0135
41	0.0118333
42	0.0103333
43	0.0106667
44	0.0118333
45	0.0103333
46	0.0085
47	0.00966667
48	0.00783333
49	0.007
50	0.0085


--------------------------------------
community distribution (size-occurrences)
20	0.0472441
21	0.0551181
22	0.0393701
23	0.0314961
24	0.0433071
25	0.0472441
26	0.0354331
27	0.0393701
28	0.0393701
29	0.0393701
30	0.0314961
31	0.023622
32	0.0314961
33	0.0433071
34	0.0314961
35	0.0354331
36	0.0314961
37	0.0393701
38	0.015748
39	0.0393701
41	0.023622
42	0.0433071
43	0.0314961
44	0.011811
45	0.0314961
46	0.011811
47	0.023622
48	0.019685
49	0.0472441
50	0.015748


--------------------------------------
mixing parameter
0.314693	0.0005
0.333333	0.00216667
0.352602	0.0166667
0.363227	0.0118333
0.373051	0.0951667
0.382265	0.0796667
0.391223	0.178
0.401252	0.297667
0.411997	0.178167
0.423327	0.0845
0.436951	0.0368333
0.444314	0.0131667
0.454377	0.00183333
0.466901	0.00216667
0.476599	0.000666667
0.5	0.000666667
0.521905	0.000333333

--------------------------------------
