1 37 
2 37 
3 7 27 30 39 
4 22 
5 39 
6 40 
7 26 
8 4 18 23 25 
9 5 
10 19 21 27 46 
11 34 
12 21 
13 11 
14 15 
15 4 
16 22 28 32 37 
17 41 
18 34 
19 8 
20 1 
21 35 
22 22 
23 12 18 32 45 
24 26 
25 10 16 33 37 
26 29 
27 13 22 27 29 
28 28 
29 25 
30 28 
31 11 31 44 45 
32 16 
33 35 
34 1 22 33 34 
35 2 6 27 34 
36 7 
37 26 
38 24 
39 11 14 17 26 
40 21 23 29 35 
41 11 12 25 33 
42 9 
43 32 
44 2 
45 31 
46 26 
47 18 
48 6 
49 14 
50 41 
51 43 
52 2 
53 43 
54 35 
55 28 
56 35 
57 24 
58 18 
59 30 
60 12 
61 46 
62 8 
63 20 
64 23 
65 47 
66 15 
67 16 32 35 44 
68 46 
69 6 
70 22 
71 21 
72 43 
73 19 
74 43 
75 28 
76 26 
77 8 
78 31 
79 27 
80 4 
81 22 
82 10 
83 47 
84 1 
85 46 
86 46 
87 28 
88 22 29 30 41 
89 13 28 39 41 
90 8 
91 2 3 7 38 
92 43 
93 4 33 35 36 
94 12 14 19 40 
95 7 19 36 43 
96 11 
97 26 
98 3 
99 16 
100 6 12 15 42 
101 28 
102 38 
103 42 
104 6 
105 9 
106 46 
107 37 
108 38 
109 3 
110 42 
111 42 
112 13 
113 42 
114 3 
115 37 
116 5 
117 36 
118 37 
119 6 
120 25 
121 44 
122 8 12 39 45 
123 18 
124 7 
125 6 8 12 19 
126 24 
127 33 
128 39 
129 24 35 38 40 
130 32 
131 3 
132 8 
133 4 
134 31 
135 18 
136 25 
137 14 19 34 38 
138 46 
139 3 9 14 37 
140 1 
141 1 16 25 45 
142 3 
143 39 
144 15 
145 39 
146 45 
147 16 
148 12 23 37 45 
149 1 
150 6 10 13 33 
151 15 
152 36 
153 26 
154 12 
155 1 23 33 40 
156 2 
157 15 
158 20 
159 3 
160 29 
161 6 
162 15 
163 31 
164 43 
165 8 
166 9 
167 16 19 27 29 
168 1 9 13 27 
169 28 
170 18 
171 42 
172 20 
173 19 
174 21 
175 46 
176 23 
177 9 20 39 45 
178 16 
179 30 34 43 45 
180 6 
181 28 
182 26 
183 27 
184 35 
185 30 
186 13 
187 11 
188 7 10 20 28 
189 6 
190 6 9 23 31 
191 34 
192 20 
193 26 
194 3 
195 9 
196 3 
197 26 
198 4 12 14 36 
199 11 
200 18 
201 1 
202 7 
203 4 11 18 26 
204 15 
205 18 
206 25 
207 26 
208 37 
209 3 26 40 43 
210 12 
211 40 
212 26 
213 6 
214 15 18 19 43 
215 45 
216 21 
217 15 
218 6 37 44 46 
219 38 
220 5 
221 26 
222 42 
223 37 
224 16 
225 17 
226 7 25 34 40 
227 22 
228 31 
229 33 
230 35 
231 22 24 25 41 
232 29 
233 45 
234 43 
235 38 
236 18 
237 15 
238 27 37 41 45 
239 2 4 20 43 
240 47 
241 47 
242 32 
243 5 7 36 43 
244 28 
245 24 
246 45 
247 44 
248 8 
249 40 
250 1 
251 20 
252 31 
253 16 28 31 40 
